1KV9A	1	S	0.000000
1KV9A	31	S	11.503419
1KV9A	33	S	0.000000
1KV9A	43	S	0.000000
1KV9A	85	S	0.000000
1KV9A	89	L	9.033590
1KV9A	91	S	0.000000
1KV9A	93	S	0.000000
1KV9A	95	S	9.028240
1KV9A	97	C	11.486573
1LRWC	1	S	0.000000
1LRWC	31	S	0.000000
1LRWC	33	S	0.000000
1LRWC	81	K	44.563429
1LRWC	83	S	0.000000
1W6SA	1	S	5.420101
1W6SA	31	S	0.000000
1W6SA	33	S	0.000000
1W6SA	81	S	0.000000
1W6SA	83	S	0.000000
2AD6C	1	S	8.556844
2AD6C	31	S	0.000000
2AD6C	33	S	0.000000
2AD6C	81	S	0.000000
2AD6C	83	S	0.000000
1QKSA	1	S	0.000000
1QKSA	3	C	8.626989
1QKSA	5	S	0.000000
1QKSA	7	S	10.778476
1QKSA	9	S	4.523088
1QKSA	11	C	8.537605
1QKSA	13	S	3.768192
1QKSA	71	S	0.000000
1QKSA	77	S	0.000000
1QKSA	88	S	0.000000
1NIRA	1	S	0.000000
1NIRA	3	C	13.179292
1NIRA	5	S	0.000000
1NIRA	7	S	13.164357
1NIRA	9	C	3.952524
1NIRA	11	C	6.760895
1NIRA	13	S	4.199018
1NIRA	71	S	0.000000
1NIRA	77	S	0.000000
1NIRA	88	S	0.000000
1B6AA	1	S	0.000000
1B6AA	5	S	6.307595
1B6AA	7	C	6.131288
1B6AA	9	C	9.483855
1B6AA	19	C	8.014213
1B6AA	21	C	10.216520
1B6AA	39	L	1.684721
1B6AA	42	S	0.000000
1B6AA	44	L	2.492685
1TMQA	3	C	18.353539
1TMQA	10	C	8.369216
1TMQA	18	S	0.000000
1TMQA	20	C	5.393657
1TMQA	24	S	9.909800
1TMQA	30	L	8.548330
1TMQA	34	S	0.000000
1TMQA	36	L	18.150231
1TMQA	44	C	16.719134
1SU3B	1	C	3.908117
1SU3B	3	C	3.146504
1SU3B	5	S	6.312769
1SU3B	9	C	19.351298
1SU3B	19	C	16.400921
1SU3B	21	C	11.831803
1SU3B	40	S	0.000000
1SU3B	51	S	0.000000
2OVRB	1	S	2.763312
2OVRB	3	S	6.827323
2OVRB	5	S	12.606812
2OVRB	7	S	10.730213
2OVRB	9	K	24.293372
2OVRB	11	C	11.754721
1L6JA	1	C	9.889513
1L6JA	3	C	8.624908
1L6JA	5	S	6.837738
1L6JA	9	K	24.977703
1L6JA	27	S	0.000000
1L6JA	37	S	0.000000
1L6JA	47	S	0.000000
1L6JA	52	C	6.397223
1L6JA	54	C	8.153405
1XB2A	3	C	5.191619
1XB2A	9	C	5.690443
1XB2A	13	C	15.016505
1XB2A	17	L	6.240713
1XB2A	21	S	0.000000
1XB2A	23	C	3.129751
1XB2A	57	S	0.000000
1QHDA	1	L	7.681841
1QHDA	3	C	4.482679
1QHDA	9	C	17.898964
1QHDA	11	S	0.000000
1QHDA	13	C	8.104813
1QHDA	37	S	0.000000
1QHDA	41	C	5.510109
1QHDA	43	S	0.000000
1QHDA	45	C	5.408766
1JS8B	3	C	4.488840
1JS8B	5	S	0.000000
1JS8B	11	C	10.067467
1JS8B	13	S	0.000000
1JS8B	19	C	12.120102
1JS8B	21	L	15.012916
1JS8B	23	C	9.696004
1JS8B	25	S	0.000000
1JS8B	29	C	4.887877
1JS8B	39	S	4.688867
1K8KB	11	C	4.007068
1K8KB	13	C	9.622459
1K8KB	15	C	5.345958
1K8KB	21	S	0.000000
1K8KB	23	L	8.774703
1K8KB	25	S	0.000000
1K8KB	29	C	9.794516
1T11B	5	C	15.393912
1T11B	7	K	53.146542
1T11B	15	C	8.673839
1T11B	27	C	16.094008
1T11B	31	C	10.208372
1T11B	33	S	0.000000
1T11B	35	K	58.238672
1T11B	37	C	5.504480
1GKZA	5	C	14.951045
1GKZA	7	S	0.000000
1GKZA	9	C	5.678454
1GKZA	11	C	12.643471
1GKZA	13	C	4.317628
1GKZA	15	C	6.509138
1GKZA	21	C	15.138906
1GKZA	27	L	14.942746
1GKZA	33	C	1.727544
1EFUC	3	C	11.242675
1EFUC	9	L	8.006569
1EFUC	13	C	12.592108
1EFUC	17	C	3.724409
1EFUC	21	S	0.000000
1EFUC	23	C	19.150806
1CS0H	7	S	0.000000
1CS0H	13	S	7.651458
1CS0H	17	L	3.301688
1CS0H	21	L	7.176846
1CS0H	23	S	0.000000
1CS0H	29	L	8.740218
1CS0H	33	S	0.000000
1CS0H	37	C	9.294578
1CS0H	41	C	2.625167
1CS0H	53	C	9.874315
1EYSC	5	C	17.517737
1EYSC	7	S	0.000000
1EYSC	9	C	7.270550
1EYSC	11	C	11.328177
1EYSC	13	S	0.000000
1EYSC	15	S	0.000000
1EYSC	17	S	0.000000
1EYSC	19	C	6.505894
1EYSC	21	C	12.772626
1EYSC	23	S	0.000000
1N4KA	25	C	7.579839
1N4KA	27	C	8.382283
1N4KA	29	C	5.582728
1N4KA	31	C	9.611859
1N4KA	33	C	11.240085
1N4KA	35	C	12.630804
1N4KA	37	C	4.807374
2AL6B	5	C	5.299407
2AL6B	11	C	14.485021
2AL6B	15	S	0.000000
2AL6B	17	C	10.727605
2AL6B	19	L	9.276088
2AL6B	21	C	7.337608
2AL6B	23	S	0.000000
2AL6B	25	C	9.293111
2AL6B	27	C	12.899145
2AL6B	43	C	8.085495
1GYGB	1	C	12.756820
1GYGB	3	C	6.592883
1GYGB	5	C	4.226905
1GYGB	7	S	0.000000
1GYGB	9	C	10.762387
1GYGB	11	C	12.957657
1GYGB	13	S	5.113117
1GYGB	15	S	4.678848
1GYGB	17	C	16.126579
1GYGB	19	C	7.867915
1IHGA	5	C	8.864300
1IHGA	17	S	2.326210
1IHGA	25	C	11.460672
1IHGA	27	C	9.136824
1IHGA	29	S	0.000000
1IHGA	31	C	3.978762
1IHGA	33	C	3.225678
1IHGA	35	L	6.066178
1IHGA	37	C	6.298736
1IHGA	39	C	6.278022
1KHOB	1	C	11.679856
1KHOB	3	C	7.660953
1KHOB	5	U	6.344063
1KHOB	7	C	11.155996
1KHOB	9	C	12.271886
1KHOB	11	S	0.000000
1KHOB	13	L	12.626134
1KHOB	15	S	13.520855
1KHOB	17	C	17.550249
1KHOB	19	C	7.931756
1TDHA	1	C	4.126678
1TDHA	21	C	5.103127
1TDHA	23	S	0.000000
1TDHA	25	L	5.190677
1TDHA	27	S	0.000000
1TDHA	29	S	4.033871
1TDHA	31	K	24.248917
1TDHA	33	C	7.532852
1A26A	1	C	5.672235
1A26A	3	C	7.675343
1A26A	5	C	8.423926
1A26A	7	L	4.475760
1A26A	9	C	14.006133
1A26A	11	S	8.432437
1A26A	15	L	4.301346
1A26A	19	S	0.000000
1A26A	23	S	8.022147
1A26A	27	S	0.000000
1B7YA	1	C	6.302701
1B7YA	6	S	0.000000
1B7YA	12	C	13.464562
1B7YA	18	C	6.591323
1B7YA	26	C	12.073353
