1D2ZA	11	S	0.000000
2O3LA	1	C	4.439373
2O3LA	3	C	7.968626
2O3LA	5	C	4.348244
2O3LA	7	S	0.000000
2O3LA	9	K	21.299082
1GYOA	7	S	0.000000
1GYOA	9	S	0.000000
1GYOA	11	C	7.317598
2C8SA	1	L	6.120318
2C8SA	3	C	15.000961
2C8SA	5	S	0.000000
2C8SA	7	C	2.146515
2C8SA	9	C	6.700328
2C8SA	11	S	0.000000
1H3LA	1	C	5.834075
1H3LA	3	C	11.645536
1H3LA	5	C	12.484154
1H3LA	7	C	8.357641
1JUOA	1	S	8.698725
1JUOA	5	C	8.702632
1JUOA	7	L	6.234481
1JUOA	10	C	6.985094
1JUOA	14	C	8.084468
1JUOA	16	C	3.854097
1JUOA	19	C	10.326008
1JUOA	22	S	5.793134
1OS6A	5	S	6.367832
1OS6A	7	S	0.000000
1OS6A	9	S	0.000000
1OS6A	11	S	0.394130
1OS6A	13	S	0.000000
1J55A	1	C	7.262854
1J55A	5	C	9.135905
1J55A	7	C	2.932453
1J55A	10	C	14.685333
1WEJF	1	C	12.471554
1WEJF	3	S	0.000000
1WEJF	5	C	14.360689
1WEJF	7	S	0.000000
1WEJF	9	C	6.028005
1YLAA	1	C	8.611125
1YLAA	3	S	0.000000
1YLAA	13	S	0.000000
1YLAA	15	C	4.885637
1YLAA	17	C	12.187075
1YLAA	19	U	8.817848
1YLAA	21	C	9.204218
1YLAA	23	C	9.939625
1YLAA	25	S	9.953119
2F23A	3	C	6.056612
2F23A	5	C	8.987278
2F23A	14	S	0.000000
1Q5ZA	1	S	0.000000
1Q5ZA	3	C	5.245419
1Q5ZA	5	C	5.009091
1Q5ZA	7	C	4.935931
1Q5ZA	9	C	5.533970
1Q5ZA	11	C	5.822332
1Q5ZA	13	C	5.533199
1FHJB	1	C	14.433941
1FHJB	3	K	24.784966
1FHJB	5	S	0.000000
1FHJB	7	C	9.237685
1FHJB	9	S	0.000000
1FHJB	11	L	8.107320
1FHJB	13	L	6.896790
1FHJB	15	C	9.211816
1FHJA	1	L	4.856817
1FHJA	3	C	8.006526
1FHJA	5	C	6.956428
1FHJA	7	K	40.947735
1FHJA	9	L	8.078053
1FHJA	11	C	5.092813
2D8DA	1	C	8.172617
2D8DA	3	C	13.022952
2D8DA	5	C	6.413841
2PQRA	1	S	0.000000
2PQRA	3	C	6.927432
2PQRA	5	C	9.692213
2PQRA	7	L	6.071641
2PQRA	9	C	15.310403
2PQRA	11	C	5.542432
1NG6A	1	C	10.088988
1NG6A	3	C	8.932451
1NG6A	5	L	8.903964
1NG6A	7	C	8.468076
1NG6A	9	C	7.557449
1NG6A	11	C	18.863593
1NG6A	13	C	10.633104
2RH3A	3	S	0.000000
2RH3A	5	C	17.573748
2RH3A	9	C	6.996057
2RH3A	11	C	9.296780
1S2XA	1	U	6.407489
1S2XA	3	C	4.834085
1S2XA	5	C	8.513586
1S2XA	7	C	11.379033
1S2XA	9	C	11.140290
1S2XA	11	C	8.229742
1S2XA	13	C	6.821753
2J5YA	1	C	5.392679
2J5YA	3	C	4.582302
2J5YA	5	C	3.697407
1Y0UA	1	C	9.356561
1Y0UA	3	C	5.675553
1Y0UA	5	S	4.318231
1Y0UA	7	C	3.576429
1I2TA	1	K	22.399037
1I2TA	3	S	7.585637
1I2TA	5	L	4.122624
1I2TA	7	L	8.964159
2VQCA	1	C	14.348778
2VQCA	5	S	3.107385
2VQCA	7	C	7.621893
2FD5A	1	C	8.277109
2FD5A	3	S	7.346460
2FD5A	5	C	4.295522
2FD5A	7	L	2.288151
2FD5A	9	S	0.000000
2FD5A	11	S	0.000000
2FD5A	13	L	9.225340
2FD5A	15	C	11.106772
2FD5A	17	C	6.386355
1H99A	1	C	9.691491
1H99A	3	C	16.595978
1H99A	5	S	4.338128
1H99A	7	C	12.271528
1H99A	9	C	6.708085
1H99A	11	C	8.988095
1H99A	13	C	10.390178
1H99A	15	L	15.810317
1H99A	17	C	18.172630
1H99A	19	C	6.929501
1WADA	5	S	0.000000
1WADA	7	C	10.242523
1WADA	9	S	7.445056
1XG0C	1	S	0.000000
1XG0C	5	C	7.229629
1XG0C	7	L	7.944986
1XG0C	9	C	10.053253
1XG0C	11	C	7.680973
1XG0C	13	S	0.000000
1XG0C	15	S	6.362874
1XG0C	17	C	4.916355
1XG0C	19	C	7.890577
1HY5A	1	K	28.167127
1HY5A	3	K	70.238355
1HY5A	5	C	8.584340
1HY5A	7	C	12.634212
1HY5A	13	S	0.000000
1HY5A	15	L	9.076441
1HY5A	17	S	0.000000
1CI4A	1	S	0.977118
1CI4A	3	C	13.840936
1CI4A	5	C	11.472008
1CI4A	7	L	2.661414
1CI4A	9	C	9.525255
1FAZA	1	S	3.793411
1FAZA	3	C	6.420695
1FAZA	5	C	9.049706
1FAZA	7	C	8.566119
1FAZA	9	C	18.974274
2QTIA	1	C	8.217731
2QTIA	3	C	6.762941
2QTIA	5	K	52.354283
1SRAA	1	K	43.551047
1SRAA	3	C	12.568914
1SRAA	5	C	4.141415
1SRAA	7	C	13.209860
1SRAA	11	S	2.355124
1SRAA	14	S	4.771158
1GSUA	3	C	1.272727
1GSUA	7	S	0.000000
1GSUA	13	C	10.486511
1GSUA	15	C	11.656259
1GSUA	17	K	34.717203
1GSUA	19	C	7.760715
1GSUA	21	C	6.133404
1GSUA	23	S	4.806012
1NZEA	1	L	7.497277
1NZEA	3	S	0.000000
1NZEA	5	C	8.154093
1NZEA	7	K	45.997915
1NZEA	9	C	11.659134
2BS2B	5	C	8.687693
2BS2B	17	C	7.483961
2BS2B	19	C	7.027693
2BS2B	21	S	0.000000
2BS2B	23	S	0.000000
2BS2B	25	L	5.925064
2BS2B	27	S	8.043894
2BS2B	29	S	0.000000
2BS2B	31	L	13.099448
1BG7A	1	C	12.051009
1BG7A	3	C	11.664675
1BG7A	5	C	4.924486
1BG7A	7	L	4.776688
1BG7A	9	C	7.825651
1GUXB	1	C	10.364264
1GUXB	3	C	5.839725
1GUXB	5	C	10.945818
1GUXB	7	S	1.576844
1GUXB	9	S	0.000000
1GUXB	15	S	6.496520
1GUXB	17	K	44.969420
1OAIA	1	C	6.717685
1OAIA	3	L	5.887136
1OAIA	5	C	10.593538
1GUXA	1	C	5.637023
1GUXA	3	S	9.012897
1GUXA	5	C	10.900503
1GUXA	7	C	7.659916
1GUXA	9	S	0.000000
1GUXA	11	C	9.626412
1GUXA	13	S	0.000000
1GUXA	15	K	38.742467
1GUXA	17	C	7.690613
1GUXA	19	C	5.141935
1LVFA	1	C	12.471827
1LVFA	3	C	7.679301
1LVFA	5	C	7.560121
1K0MA	3	C	10.371764
1K0MA	7	S	0.000000
1K0MA	13	C	3.511521
1K0MA	15	L	3.828507
1K0MA	17	C	13.337822
1K0MA	19	S	0.000000
1K0MA	21	C	17.815627
1K0MA	23	L	3.258008
1K0MA	25	S	0.000000
1K0MA	27	S	5.070439
1P7GA	1	C	8.020790
1P7GA	3	C	11.127074
1P7GA	5	C	11.792081
1P7GA	7	C	12.632733
1P7GA	9	C	6.181573
1P7GA	17	S	0.000000
1P7GA	19	S	3.367338
1P7GA	21	C	12.476760
1V2AA	3	K	27.805619
1V2AA	7	C	17.564528
1V2AA	13	C	5.068084
1V2AA	15	L	17.612699
1V2AA	17	C	14.374860
1V2AA	19	C	11.205364
1V2AA	21	C	8.517438
1V2AA	23	C	5.147255
1V2AA	25	L	9.039663
1J02A	1	K	52.311130
1J02A	3	S	11.374381
1J02A	5	C	12.159595
1J02A	7	S	0.000000
1J02A	9	C	6.269712
1J02A	11	C	8.514033
1J02A	13	C	9.765544
1J02A	15	C	8.278532
1J02A	17	C	7.233456
1J02A	19	C	11.350881
2ETSA	1	C	8.479685
2ETSA	3	C	6.720449
2ETSA	5	S	0.000000
2ETSA	7	C	7.278227
2ETSA	9	C	10.051836
2D1HA	1	S	2.705561
2D1HA	3	C	5.335899
2D1HA	6	S	6.563649
2D1HA	8	C	9.801455
2D1HA	14	L	8.194018
1KV9A	1	S	0.000000
1KV9A	31	S	11.503419
1KV9A	33	S	0.000000
1KV9A	43	S	0.000000
1KV9A	85	S	0.000000
1KV9A	89	L	9.033590
1KV9A	91	S	0.000000
1KV9A	93	S	0.000000
1KV9A	95	S	9.028239
1KV9A	97	C	11.486573
1BZ4A	1	C	11.026189
1BZ4A	3	S	2.565362
1BZ4A	5	C	11.693563
1BZ4A	7	C	8.077390
1BZ4A	9	C	7.649013
1PAQA	1	C	7.561065
1PAQA	3	L	12.153543
1PAQA	5	C	9.442871
1PAQA	7	C	11.356373
1PAQA	9	C	10.209231
1PAQA	11	C	8.060889
1PAQA	13	C	12.946594
1PAQA	15	K	55.419195
2FB1A	9	C	15.868950
2FB1A	15	S	0.000000
2FB1A	19	C	5.594098
2FB1A	22	C	7.817881
2FB1A	24	L	7.387967
2HUOA	1	C	7.699438
2HUOA	3	C	17.342959
2HUOA	7	S	7.247336
2HUOA	9	L	11.614460
2HUOA	11	C	7.786398
2HUOA	13	C	13.338177
2HUOA	15	C	7.006509
2HUOA	17	S	0.000000
2HUOA	19	K	41.269739
2HUOA	21	K	37.526334
1XB2B	1	C	6.770640
1XB2B	3	L	6.157229
1XB2B	5	K	25.096982
1XB2B	11	S	0.000000
1XB2B	13	C	6.198354
1XB2B	17	S	0.000000
1XB2B	19	C	4.019058
1XB2B	29	C	4.902577
1XB2B	31	S	0.000000
1XB2A	3	C	5.191619
1XB2A	9	C	5.690443
1XB2A	13	C	15.016505
1XB2A	17	L	6.240713
1XB2A	21	S	0.000000
1XB2A	23	C	3.129751
1XB2A	57	S	0.000000
2O4TA	1	C	9.649011
2O4TA	3	C	8.512539
2O4TA	5	S	0.000000
2O4TA	7	S	9.612656
2O4TA	9	C	9.498211
2OI8A	1	C	11.694082
2OI8A	3	S	3.614938
2OI8A	5	S	0.000000
2OI8A	7	C	11.419390
2OI8A	9	L	5.851529
2OI8A	11	S	5.498844
2OI8A	13	C	16.179272
2OI8A	15	S	10.127281
2OI8A	17	C	18.213332
2OI8A	19	C	4.636157
1R5AA	3	C	10.898518
1R5AA	7	S	0.000000
1R5AA	13	C	10.270634
1R5AA	15	C	19.999396
1R5AA	17	K	39.423446
1R5AA	19	C	7.716885
1R5AA	21	C	13.560474
